"scientific.name","common.name","iconic.taxon.name","observed.on","place.guess","latitude","longitude","positional.accuracy","user.login","user.id","captive.cultivated","url","image.url","license","district","count","checklist"
"Colaptes chrysoides","gilded flicker","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Desert Ecology Trail",32.2035417,-110.724721,NA,NA,NA,NA,"https://ebird.org/checklist/S324341640",NA,NA,"RMD",1,"S324341640"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",2,"S324332899"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Odocoileus hemionus","mule deer","Mammalia","2026-04-17","Tucson, AZ 85748, USA",32.2336166667,-110.707175,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350574354","https://static.inaturalist.org/photos/639665600/medium.jpg","","RMD",NA,NA
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Vireo bellii","bell's vireo","Aves","2026-04-17","E Speedway Blvd, Tucson, AZ, US",32.2446520562,-110.6879400167,3,"sierralauman",983099,"false","https://www.inaturalist.org/observations/350631479","","","RMD",NA,NA
"Vireo bellii","bell's vireo","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",1,"S324332899"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Selasphorus platycercus","broad-tailed hummingbird","Aves","2026-04-17","Mi 133.9 Arizona National Scenic Trail, Vail, Arizona, US (32.181, -110.606)",32.1811565,-110.6055299,NA,NA,NA,NA,"https://ebird.org/checklist/S323207373",NA,NA,"RMD",1,"S323207373"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Callipepla gambelii","gambel's quail","Aves","2026-04-17","Tucson, AZ 85730, USA",32.1878333333,-110.7313972222,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350553636","https://static.inaturalist.org/photos/639626122/medium.jpg","","RMD",NA,NA
"Colaptes chrysoides","gilded flicker","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Desert Ecology Trail",32.2035417,-110.724721,NA,NA,NA,NA,"https://ebird.org/checklist/S324341640",NA,NA,"RMD",1,"S324341640"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",2,"S324332899"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Odocoileus hemionus","mule deer","Mammalia","2026-04-17","Tucson, AZ 85748, USA",32.2336166667,-110.707175,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350574354","https://static.inaturalist.org/photos/639665600/medium.jpg","","RMD",NA,NA
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Vireo bellii","bell's vireo","Aves","2026-04-17","E Speedway Blvd, Tucson, AZ, US",32.2446520562,-110.6879400167,3,"sierralauman",983099,"false","https://www.inaturalist.org/observations/350631479","","","RMD",NA,NA
"Vireo bellii","bell's vireo","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",1,"S324332899"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Selasphorus platycercus","broad-tailed hummingbird","Aves","2026-04-17","Mi 133.9 Arizona National Scenic Trail, Vail, Arizona, US (32.181, -110.606)",32.1811565,-110.6055299,NA,NA,NA,NA,"https://ebird.org/checklist/S323207373",NA,NA,"RMD",1,"S323207373"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Callipepla gambelii","gambel's quail","Aves","2026-04-17","Tucson, AZ 85730, USA",32.1878333333,-110.7313972222,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350553636","https://static.inaturalist.org/photos/639626122/medium.jpg","","RMD",NA,NA
"Colaptes chrysoides","gilded flicker","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Desert Ecology Trail",32.2035417,-110.724721,NA,NA,NA,NA,"https://ebird.org/checklist/S324341640",NA,NA,"RMD",1,"S324341640"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",2,"S324332899"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Odocoileus hemionus","mule deer","Mammalia","2026-04-17","Tucson, AZ 85748, USA",32.2336166667,-110.707175,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350574354","https://static.inaturalist.org/photos/639665600/medium.jpg","","RMD",NA,NA
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Vireo bellii","bell's vireo","Aves","2026-04-17","E Speedway Blvd, Tucson, AZ, US",32.2446520562,-110.6879400167,3,"sierralauman",983099,"false","https://www.inaturalist.org/observations/350631479","","","RMD",NA,NA
"Vireo bellii","bell's vireo","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",1,"S324332899"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Selasphorus platycercus","broad-tailed hummingbird","Aves","2026-04-17","Mi 133.9 Arizona National Scenic Trail, Vail, Arizona, US (32.181, -110.606)",32.1811565,-110.6055299,NA,NA,NA,NA,"https://ebird.org/checklist/S323207373",NA,NA,"RMD",1,"S323207373"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Callipepla gambelii","gambel's quail","Aves","2026-04-17","Tucson, AZ 85730, USA",32.1878333333,-110.7313972222,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350553636","https://static.inaturalist.org/photos/639626122/medium.jpg","","RMD",NA,NA
"Colaptes chrysoides","gilded flicker","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Desert Ecology Trail",32.2035417,-110.724721,NA,NA,NA,NA,"https://ebird.org/checklist/S324341640",NA,NA,"RMD",1,"S324341640"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",2,"S324332899"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Odocoileus hemionus","mule deer","Mammalia","2026-04-17","Tucson, AZ 85748, USA",32.2336166667,-110.707175,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350574354","https://static.inaturalist.org/photos/639665600/medium.jpg","","RMD",NA,NA
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Vireo bellii","bell's vireo","Aves","2026-04-17","E Speedway Blvd, Tucson, AZ, US",32.2446520562,-110.6879400167,3,"sierralauman",983099,"false","https://www.inaturalist.org/observations/350631479","","","RMD",NA,NA
"Vireo bellii","bell's vireo","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",1,"S324332899"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Selasphorus platycercus","broad-tailed hummingbird","Aves","2026-04-17","Mi 133.9 Arizona National Scenic Trail, Vail, Arizona, US (32.181, -110.606)",32.1811565,-110.6055299,NA,NA,NA,NA,"https://ebird.org/checklist/S323207373",NA,NA,"RMD",1,"S323207373"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Callipepla gambelii","gambel's quail","Aves","2026-04-17","Tucson, AZ 85730, USA",32.1878333333,-110.7313972222,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350553636","https://static.inaturalist.org/photos/639626122/medium.jpg","","RMD",NA,NA
"Colaptes chrysoides","gilded flicker","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Desert Ecology Trail",32.2035417,-110.724721,NA,NA,NA,NA,"https://ebird.org/checklist/S324341640",NA,NA,"RMD",1,"S324341640"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",2,"S324332899"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Odocoileus hemionus","mule deer","Mammalia","2026-04-17","Tucson, AZ 85748, USA",32.2336166667,-110.707175,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350574354","https://static.inaturalist.org/photos/639665600/medium.jpg","","RMD",NA,NA
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Vireo bellii","bell's vireo","Aves","2026-04-17","E Speedway Blvd, Tucson, AZ, US",32.2446520562,-110.6879400167,3,"sierralauman",983099,"false","https://www.inaturalist.org/observations/350631479","","","RMD",NA,NA
"Vireo bellii","bell's vireo","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",1,"S324332899"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Selasphorus platycercus","broad-tailed hummingbird","Aves","2026-04-17","Mi 133.9 Arizona National Scenic Trail, Vail, Arizona, US (32.181, -110.606)",32.1811565,-110.6055299,NA,NA,NA,NA,"https://ebird.org/checklist/S323207373",NA,NA,"RMD",1,"S323207373"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Callipepla gambelii","gambel's quail","Aves","2026-04-17","Tucson, AZ 85730, USA",32.1878333333,-110.7313972222,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350553636","https://static.inaturalist.org/photos/639626122/medium.jpg","","RMD",NA,NA
"Colaptes chrysoides","gilded flicker","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Desert Ecology Trail",32.2035417,-110.724721,NA,NA,NA,NA,"https://ebird.org/checklist/S324341640",NA,NA,"RMD",1,"S324341640"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",2,"S324332899"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Odocoileus hemionus","mule deer","Mammalia","2026-04-17","Tucson, AZ 85748, USA",32.2336166667,-110.707175,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350574354","https://static.inaturalist.org/photos/639665600/medium.jpg","","RMD",NA,NA
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Vireo bellii","bell's vireo","Aves","2026-04-17","E Speedway Blvd, Tucson, AZ, US",32.2446520562,-110.6879400167,3,"sierralauman",983099,"false","https://www.inaturalist.org/observations/350631479","","","RMD",NA,NA
"Vireo bellii","bell's vireo","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",1,"S324332899"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Selasphorus platycercus","broad-tailed hummingbird","Aves","2026-04-17","Mi 133.9 Arizona National Scenic Trail, Vail, Arizona, US (32.181, -110.606)",32.1811565,-110.6055299,NA,NA,NA,NA,"https://ebird.org/checklist/S323207373",NA,NA,"RMD",1,"S323207373"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Callipepla gambelii","gambel's quail","Aves","2026-04-17","Tucson, AZ 85730, USA",32.1878333333,-110.7313972222,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350553636","https://static.inaturalist.org/photos/639626122/medium.jpg","","RMD",NA,NA
"Colaptes chrysoides","gilded flicker","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Desert Ecology Trail",32.2035417,-110.724721,NA,NA,NA,NA,"https://ebird.org/checklist/S324341640",NA,NA,"RMD",1,"S324341640"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",2,"S324332899"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Odocoileus hemionus","mule deer","Mammalia","2026-04-17","Tucson, AZ 85748, USA",32.2336166667,-110.707175,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350574354","https://static.inaturalist.org/photos/639665600/medium.jpg","","RMD",NA,NA
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Vireo bellii","bell's vireo","Aves","2026-04-17","E Speedway Blvd, Tucson, AZ, US",32.2446520562,-110.6879400167,3,"sierralauman",983099,"false","https://www.inaturalist.org/observations/350631479","","","RMD",NA,NA
"Vireo bellii","bell's vireo","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",1,"S324332899"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Selasphorus platycercus","broad-tailed hummingbird","Aves","2026-04-17","Mi 133.9 Arizona National Scenic Trail, Vail, Arizona, US (32.181, -110.606)",32.1811565,-110.6055299,NA,NA,NA,NA,"https://ebird.org/checklist/S323207373",NA,NA,"RMD",1,"S323207373"
"Campylorhynchus brunneicapillus","cactus wren","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Callipepla gambelii","gambel's quail","Aves","2026-04-17","Tucson, AZ 85730, USA",32.1878333333,-110.7313972222,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350553636","https://static.inaturalist.org/photos/639626122/medium.jpg","","RMD",NA,NA
"Colaptes chrysoides","gilded flicker","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Desert Ecology Trail",32.2035417,-110.724721,NA,NA,NA,NA,"https://ebird.org/checklist/S324341640",NA,NA,"RMD",1,"S324341640"
"Geococcyx californianus","greater roadrunner","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",2,"S324332899"
"Pipilo chlorurus","green-tailed towhee","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Leiothlypis luciae","lucy's warbler","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",2,"S323085577"
"Odocoileus hemionus","mule deer","Mammalia","2026-04-17","Tucson, AZ 85748, USA",32.2336166667,-110.707175,NA,"brian2445",6730863,"false","https://www.inaturalist.org/observations/350574354","https://static.inaturalist.org/photos/639665600/medium.jpg","","RMD",NA,NA
"Peucaea carpalis","rufous-winged sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Vireo bellii","bell's vireo","Aves","2026-04-17","E Speedway Blvd, Tucson, AZ, US",32.2446520562,-110.6879400167,3,"sierralauman",983099,"false","https://www.inaturalist.org/observations/350631479","","","RMD",NA,NA
"Vireo bellii","bell's vireo","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Mica View",32.2111462,-110.7246381,NA,NA,NA,NA,"https://ebird.org/checklist/S324332899",NA,NA,"RMD",1,"S324332899"
"Spizella breweri","brewer's sparrow","Aves","2026-04-17","Saguaro NP--East--Cactus Forest North Trailhead",32.1995255,-110.7217595,NA,NA,NA,NA,"https://ebird.org/checklist/S323085577",NA,NA,"RMD",1,"S323085577"
